slug,rating,roaster,name,location,origin,roast,est_price,review_date,agtron,aroma,acid,body,flavor,aftertaste,desc_1,desc_2,desc_3,cost_per_12_ounces_usd
https://www.coffeereview.com/review/natural-brazil-peaberry-from-black-coffee-producers/,92,True Coffee Roasters,Natural Brazil Peaberry from Black Coffee Producers,"Fitchburg, Wisconsin","Minas Gerais, Brazil",Medium-Light,$14.99/12 ounces,August 2024,58/77,8.0,8.0,9.0,9.0,8.0,"Crisply sweet, nut-toned. Cashew butter, goji berry, orange zest, freesia, oak in aroma and cup. Sweet, gentle acidity; syrupy-smooth mouthfeel. The finish is centered around sweet cashew and orange zest notes.","Produced by smallholding farmers and processed by the natural method (dried in the whole fruit). True Coffee is a specialty roaster and cafe in Wisconsin whose motto is, “On a never-ending quest to bring you a great cup of coffee, by staying true to the bean.” Visit www.truecoffeeroasters.com for more information.","A quietly confident, nut-toned Brazil with undertones of citrus and ",14.99
https://www.coffeereview.com/review/wonderblend/,93,Temple Coffee,Wonderblend,"Sacramento, California",Java; Burundi; Ethiopia,Medium-Light,$26.00/12 ounces,August 2024,58/77,9.0,8.0,9.0,9.0,8.0,"Juicy, berry- and citrus-toned. Mulberry, tangelo zest, cherimoya, freesia, fresh-cut pine in aroma and cup. Brisk, bittersweet acidity; plush, creamy-smooth mouthfeel. Richly sweet finish that leads with notes of mulberry and tangelo zest.","A blend comprised of three natural-processed coffees: a Java, Indonesia, a Burundi and an Ethiopia. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features selections from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","A fruit extravaganza from three natural-processed coffees grown in different world regions/terroir (Java, Burundi, Ethiopia) — juicy, creamy, deeply sweet.Explore Similar CoffeesClick here for more reviews from Temple CoffeeVisit Temple Coffee ",26.0
https://www.coffeereview.com/review/ethiopia-sidama-arbegona-bursa-natural/,93,Bargain Cafe,Ethiopia Sidama Arbegona Bursa Natural,"Taitung, Taiwan","Arbegona Woreda, Bursa Kebele, Sidamo Region, Ethiopia",Light,NT $350/200 grams,August 2024,65/88,9.0,9.0,8.0,9.0,8.0,"Crisply sweet, cocoa-toned. Cocoa nib, dried apricot, walnut, magnolia, maple syrup in aroma and cup. Balanced, sweet structure with high-toned acidity; satiny-smooth mouthfeel. Crisply chocolaty supported by notes of dried apricot and walnut.","Produced by smallholding farmers, entirely of the 74158 variety of Arabica, and processed by the natural method (dried in the whole fruit). Bargain Cafe is a specialty coffee roaster in Taitung, Taiwan. Visit www.bargain-cafe.com for more information.","A crisp, clean Ethiopia natural centered around notes of cocoa-toned stone fruit, bittersweet nuts and sweet florals.Explore Similar CoffeesClick here for more reviews from Bargain CafeClick here for more information about coffees from EthiopiaVisit Bargain Cafe ",19.05
https://www.coffeereview.com/review/hundred-mango-summer-blend/,92,Bargain Cafe,Hundred Mango Summer Blend,"Taitung, Taiwan",Kenya; Colombia,Light,NT $350/200 grams,August 2024,62/80,9.0,8.0,8.0,9.0,8.0,"Sweetly savory, tangily fruity. Red currant, cocoa nib, pineapple kefir, lime zest, hop flowers in aroma and cup. Pert, acidity; velvety-smooth mouthfeel. Finish consolidates to cocoa nib and pineapple kefir.","A blend of two coffees, a traditional washed Kenya and an anaerobically processed Colombia. Bargain Cafe is a specialty coffee roaster in Taitung, Taiwan. Visit www.bargain-cafe.com for more information.",What do you get when you cross a classic Kenya with an anaerobic Colombia? A sweet-savory fruit bomb!Explore Similar CoffeesClick here for more reviews from Bargain CafeVisit Bargain Cafe ,19.05
https://www.coffeereview.com/review/double-happiness-by-brandon-jew/,93,Equator Coffees,Double Happiness by Brandon Jew,"San Rafael, California","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,$19.50/12 ounces,August 2024,65/89,9.0,9.0,8.0,9.0,8.0,"Sweet-toned, multi-layered. Apricot, almond, cocoa nib, lemon verbena, maple syrup in aroma and cup. Gently bright, balanced acidity; delicate, silky mouthfeel. Sweetly herbaceous finish supported by cocoa nib.","Produced by the Hassen family at their estate farm in the Guji Zone of southern Ethiopia from distinctive landrace selections of Arabica long grown in the region. This version is processed by the traditional washed method (fruit skin and pulp removed before drying). Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and Southern California and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.","Designed in collaboration with Brandon Jew, chef of Mr. Jiu’s, this S.O. washed Ethiopia is — dare we say? — tea-like in nature with its delicate stone fruit and sweet herb throughlines.Explore Similar CoffeesClick here for more reviews from Equator CoffeesClick here for more information about coffees from EthiopiaVisit Equator Coffees ",19.5
https://www.coffeereview.com/review/burundi-heza-station/,92,BigFace Coffee,Burundi Heza Station,"Miami, Florida","Kayanza, Burundi",Light,$40.00/250 grams,August 2024,64/93,9.0,8.0,8.0,9.0,8.0,"Crisply sweet, cocoa-toned. Baking chocolate, caramel, hazelnut, red grape, cedar in aroma and cup. Briskly sweet acidity; lightly syrupy mouthfeel. Caramelly finish with undertones of hazelnut and cedar.","Produced by smallholding farmers, entirely of the Bourbon variety of Arabica, and processed at the Heza Washing Station by the traditional washed method (fruit skin and pulp removed before drying). BigFace Coffee is NBA player Jimmy Butler’s lifestyle brand. Visit www.bigfacebrand.com for more information.","This nuanced washed Burundi is part of NBA player Jimmy Butler’s Covid startup. A classic Burundi cup, it has a crisply chocolaty, sweet nutty profile with some backbone from tannic red grape notes.Explore Similar CoffeesClick here for more reviews from BigFace CoffeeClick here for more information about coffees from Burundi ",54.43
https://www.coffeereview.com/review/sense-of-urgency-blend/,92,Equator Coffees,Sense of Urgency Blend,"San Rafael, California",Indonesia; Colombia; Kenya,Medium,$22.00/12 ounces,August 2024,48/64,9.0,8.0,9.0,9.0,7.0,"Rich-toned, complex, bittersweet. Dark chocolate, sweet tobacco, dried fig, nutmeg, molasses in aroma and cup. Gentle, round acidity; very full, syrupy mouthfeel. Brisk finish carried by dark chocolate and tobacco notes.","A blend of coffees from Sumatra, Indonesia (wet-hulled), Colombia (washed) and Kenya (washed). Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and Southern California and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.","A deftly darker-roasted blend designed to celebrate the 30th anniversary of Chef Thomas Keller’s The French Laundry — deeply chocolaty, gently spice-toned, sweetly earthy.Explore Similar CoffeesClick here for more reviews from Equator CoffeesVisit Equator Coffees ",22.0
https://www.coffeereview.com/review/colombia-medium-roast-2/,91,Dios Mio Coffee,Colombia Medium Roast,"Miami Shores, Florida",Colombia,Medium-Light,$14.99/12 ounces,August 2024,50/73,8.0,8.0,8.0,9.0,8.0,"Crisply chocolaty, sweetly nut-toned. Baking chocolate, cashew butter, orange zest, agave syrup, fresh-cut oak in aroma and cup. Gently bright, sparkling acidity; velvety-smooth mouthfeel. Finish consolidates to baking chocolate and cashew with oak undertones. ",Produced by smallholding women farmers and processed by the traditional washed method (fruit skin and pulp removed before drying). Dios Mio is a Florida-based coffee company that exclusively features women-farmed Colombia coffees. Visit www.diosmiocoffee.com for more information.,,14.99
,,,,,,,,,,,,,,,,,,
https://www.coffeereview.com/review/brown-bear-melange-aka-kyles-blend/,90,Walla Walla Roastery,Brown Bear Melange AKA Kyle’s Blend,"Walla Walla, Washington",Africa; Indonesia; Central America,Medium,$14.00/16 ounces,August 2024,45/71,8.0,8.0,9.0,8.0,7.0,"Chocolaty, smoky-sweet. Chocolate fudge, dried plum, scorched mesquite, molasses, tangerine zest in aroma and cup. Round, barely perceptible acidity; plush, creamy mouthfeel. Gently drying finish with notes of tangerine zest and scorched mesquite.","A blend of coffees from Africa, Indonesia and Central America, roasted separately then blended as a melange on collaboration with actor Kyle McLachlan. Walla Walla Roastery is a Washington-based coffee roaster and cafe specializing in seasonal single-origin coffees and house blends. Visit www.wwroastery.com for more information.","You can almost smell it, smoky and rich, on the set of Twin Peaks (served in a classic diner mug, black, of course). Despite its roast prominence, this blend avoids bitterness and hits all the deep, sweet notes.Explore Similar CoffeesClick here for more reviews from Walla Walla Roastery ",10.5
https://www.coffeereview.com/review/ralphs-roast/,90,Ralph's Coffee,Ralph’s Roast,"Philadelphia, Pennsylvania",Central America; South America,Medium-Dark,$17.00/12 ounces,August 2024,42/53,8.0,8.0,8.0,8.0,8.0,"Balanced, briskly sweet. Baking chocolate, almond, brown sugar, date, cedar in aroma and cup. Sweet, apple-like acidity; crisp, satiny mouthfeel. Nutty-sweet finish supported by cedar notes.","A blend of washed coffees from Central and South America, roasted for Ralph Lauren by La Colombe Torrefaction. Certified USDA Organic. Visit Ralph Lauren’s online coffee shop for more information.","Designed in “classic coffee shop” style, this blend of coffees from Central and South America is roasted by La Colombe for iconic American fashion designer Ralph Lauren’s coffee line.Explore Similar CoffeesClick here for more reviews from Ralph's Coffee ",17.0
https://www.coffeereview.com/review/magnificent-medium-roast/,88,Happy Coffee,Magnificent Medium Roast,Not disclosed,Brazil; Colombia,Medium,$12.99/12 ounces,August 2024,54/66,8.0,7.0,8.0,8.0,7.0,"Quietly sweet, nut-toned. Brazil nut, cocoa powder, lily, raisin, fir in aroma and cup. Sweet but somewhat harsh acidity; crisp, lightly satiny mouthfeel. Dry, wood-framed finish with hints of Brazil nut and lily.","Comprised of coffees from Brazil and Colombia. Happy is a coffee brand founded by actor Robert Downey, Jr. and business entrepreneur Craig Dubitsky in 2024. Visit www.happyproducts.com for more information.","A sweet-toned blend of Brazil and Colombia coffees, gently drying and mellow.Explore Similar CoffeesClick here for more reviews from Happy Coffee ",12.99
https://www.coffeereview.com/review/social-dog/,87,Chamberlain Coffee,Social Dog,California,Peru; Nicaragua,Medium,$14.40/12 ounces,August 2024,47/61,8.0,7.0,7.0,8.0,7.0,"Roast-muted, chocolaty and smoky. Scorched fir, baking chocolate, salted peanut, bay leaf, hint of gardenia in aroma and cup. No perceptible acidity; rough-edged, slightly astringent mouthfeel. Dry, peanutty finish with smoky wood and chocolate undertones.",A blend of coffees from Peru and Nicaragua. Chamberlain Coffee is YouTube influencer Emma Chamberlain’s coffee brand. Visit www.chamberlaincoffee.com for more information.,"A blend of coffees from Peru and Nicaragua, sweet but with a somewhat overbearing peanut throughline.Explore Similar CoffeesClick here for more reviews from Chamberlain Coffee ",14.4
https://www.coffeereview.com/review/how-ya-doin/,83,Central Perk Coffee Co.,How Ya Doin’?,"Boston, Massachusetts",Colombia; Brazil,Medium-Dark,$14.99/10 ounces,August 2024,41/53,7.0,6.0,6.0,7.0,7.0,"Sweet-savory, muted. Carob, lily, stale raisin, fir, sassafras in aroma and cup. Harsh acidity; thin, inert mouthfeel. Carob-driven finish with undertones of lily and sassafras. ",A blend of coffees from Colombia and Brazil. Central Perk Coffee Co. is Chef Tom Colicchio’s Boston-based cafe with a Friends TV show theme. Visit www.centralperk.com  for more information.,"A rather flat, underwhelming blend of coffees from Colombia and Brazil, a bit stale and perhaps roasted too hot.Explore Similar CoffeesClick here for more reviews from Central Perk Coffee Co. ",17.99
https://www.coffeereview.com/review/first-class-joe-ground/,79,HANX,First Class Joe (ground),"St. Paul, Minnesota",Not disclosed,Very Dark,$16.00/12 ounces,August 2024,0/39,6.0,6.0,6.0,6.0,5.0,"Acrid, bittersweet. Carob, lily, raisin, scorched fir, green bean in aroma and cup. Burnt, bitter structure with only vague sweetness; thin, cloying mouthfeel. Ashen, medicinal flavor dominates the bitter finish.","A coffee of undisclosed origin, evaluated in pre-ground format. Founded by actor Tom Hanks to support veterans and their families, HANX donates 100% of its profits to organizations that provide resources and support to those who have served in the U.S military. For more information, visit www.givehanx.com.","A low-toned, barely sweet, quite burnt/bitter cup with a slight medicinal edge.Explore Similar CoffeesClick here for more reviews from HANX ",16.0
https://www.coffeereview.com/review/fighting-for-justice-bold-coffee/,78,Rudy,Fighting for Justice Bold Coffee,"Miami, Florida",Honduras,Dark,$29.99/32 ounces,August 2024,32/38,6.0,5.0,6.0,6.0,6.0,"Burnt, acrid, harsh, sweetly composty. Charcoal, floral soap, stale walnuts, vegetal compost, hint of medicinal taint in aroma and cup. Sharp, harsh acidity; cloying, tannic, heavy mouthfeel. Composty, medicinal finish.","Comprised of 100 percent Honduras coffee, certified organic by CCOF. Rudy is Rudy Giuliani’s coffee brand, founded during his bankruptcy case involving a $148 million judgment against him for defamation. Visit www.rudy.coffee for more information.","This 100% Honduras coffee was dark-roasted by Burke Brands for Rudy Giuliani’s coffee brand, Rudy. This 100% Honduras coffee was dark-roasted by Burke Brands for Rudy Giuliani’s coffee brand, Rudy. It’s a burnt, vegetal, compost cup with nothing to recommend it unless you are a fan of the cause.Explore Similar CoffeesClick here for more reviews from RudyClick here for more information about coffees from Honduras ",11.25
https://www.coffeereview.com/review/harfusa-kurume-natural/,93,Heat Coffee,Harfusa Kurume Natural,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,NT $280/8 ounces,August 2024,58/80,9.0,8.0,9.0,9.0,8.0,"Gently fruity, cocoa-toned. Blueberry, lemon verbena, cocoa nib, agave syrup, cedar in aroma and cup. Crisp, briskly sweet acidity; very smooth, syrupy mouthfeel. Finish consolidates to notes of cocoa-toned blueberry and cedar.","Produced by smallholding farmers, entirely of the Kurume variety of Arabica, and processed by the natural method (dried in the whole fruit). Heat Coffee is a nano-roaster in Taipei, Taiwan that strives to procure and roast the finest-quality coffee. Visit the Heat Coffee Facebook page for more information.","This natural-processed Yirgacheffe offers distinct blueberry notes throughout the cup, grounded by crisp cocoa nib and rich aromatic wood notes.Explore Similar CoffeesClick here for more reviews from Heat CoffeeClick here for more information about coffees from EthiopiaVisit Heat Coffee ",13.44
https://www.coffeereview.com/review/yirgacheffe-blend/,91,Heat Coffee,Yirgacheffe Blend,"Taipei, Taiwan",Ethiopia; Kenya; Brazil,Medium-Light,NT $250/8 ounces,August 2024,56/79,9.0,8.0,8.0,8.0,8.0,"Crisply sweet-savory. Cashew, cocoa powder, goji berry, bay leaf, brown sugar in aroma and cup. Pert acidity; velvety mouthfeel. Sweetly nutty finish with undertones of cocoa powder and brown sugar.","A blend of coffees from Ethiopia, Kenya and Brazil. Heat Coffee is a nano-roaster in Taipei, Taiwan that strives to procure and roast the finest-quality coffee. Visit the Heat Coffee Facebook page for more information.",A blend of coffees from Africa and South America centered around sweet nut and crisp cocoa tones.Explore Similar CoffeesClick here for more reviews from Heat CoffeeVisit Heat Coffee ,12.0
https://www.coffeereview.com/review/guatemala-ayarza/,93,Old World Coffee Roasters,Guatemala Ayarza,"Reno, Nevada","Ayarza, Santa Rosa Department, Guatemala",Medium-Light,$26.00/10 ounces,August 2024,60/79,9.0,8.0,9.0,9.0,8.0,"Berry-toned, sweetly tart. Raspberry, salted caramel, lemon balm, dried goji berry, cedar in aroma and cup. Sweetly-tart acidity; plush syrupy-smooth mouthfeel. Resonant, berry-toned finish supported by notes of lemon balm and caramel.","Produced by smallholding farmers of Cooperativa El Porvenir, from trees of the Yellow Catuai, Caturra and Bourbon varieties of Arabica, and processed by the natural method (dried in the whole fruit). Old World Coffee Roasters is a specialty coffee roaster with cafes in Reno and Carson City, Nevada. Visit OldWorldCoffeeRoasters.com for more information.","This natural-processed Guatemala cup displays notes of two types of berries — brightly sweet-tart raspberry and deep, savory dried goji — and has undertones of sweet herbs and rich aromatic wood.Explore Similar CoffeesClick here for more reviews from Old World Coffee RoastersClick here for more information about coffees from GuatemalaVisit Old World Coffee Roasters ",31.2
https://www.coffeereview.com/review/colombia-wilton-benitez-red-bourbon/,94,modcup,Colombia Wilton Benitez Red Bourbon,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$31.00/250 grams,August 2024,66/88,9.0,9.0,9.0,9.0,8.0,"Berry-toned, intensely sweet. Dried mulberry, marjoram, cocoa nib, freesia, watermelon candy in aroma and cup. Lively, sparkling (phosphoric) acidity; plush, syrupy mouthfeel. Concentrated finish carried by dried mulberry and freesia notes with undertones of cocoa nib.","Produced by Wilton Benitez of Granja Paraiso 92, entirely of the Red Bourbon variety of Arabica, and processed by the double-anaerobic thermal shock method, in which the coffee fruit, after having been first sanitized with ozone, undergoes two stages of fermentation. First, the whole cherries are submerged under water for 48 hours, then the beans are pulped and fermented with wine yeasts. Founded in 2013, modcup coffee focuses on fresh roasting and distinctive natural-processed coffees. This special release is available to members of modcup’s Deepcuts list. Visit modcup.com for more information.","A lush, clearly expressed, fruit-forward yet balanced, high-toned Colombia Red Bourbon produced by Wilton Benitez, who’s known for his controlled processing experiments.Explore Similar CoffeesClick here for more reviews from modcupClick here for more information about coffees from ColombiaVisit modcup ",42.18
